student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,scholarship_binary,sports_binary,gender_encoded,department_encoded,parental_education_encoded,academic_score,engagement_score,low_attendance,low_cgpa,high_failures,low_study_hours,low_income,disengaged,risk_probability
209995,nan,nan,Yes,nan,,17.0,5.5229031,54.174323,70616,3.0,13.9,8,4,,No,1,1,0,5,7,4,0.40743909300000003,,1,1,1,1,0,1,0.5162920413567725
219604,Male,BIO,Yes,nan,,20.0,6.853157047,97.49464433,31795,3.0,6.3,22,1,,No,0,1,0,3,1,4,0.6326102148700001,,0,0,1,1,1,1,0.6027071123321123
210560,M,CS,No,nan,,18.0,4.903891345,61.98512057,62372,5.0,7.0,56,3,,nan,1,0,0,2,4,4,0.55011101551,,1,1,1,1,0,1,0.5027422067960954
215959,nan,BIO,N,Secondary,,24.0,4.935491451,,48011,2.0,14.9,38,4,,nan,0,0,0,5,1,3,,,0,1,1,1,1,0,0.3455377168949036
210928,M,BIO,N,Postgraduate,,,4.849113528,80.23248538,10043,3.0,5.1,23,0,,No,0,0,0,2,1,1,0.50366199726,,0,1,1,1,1,1,0.5861937229966179
218772,M,CIVIL,N,nan,,21.0,5.535252246,70.15772025,65765,4.0,15.8,30,2,,N,1,0,0,2,2,4,0.52188325059,,1,1,1,0,0,1,0.6194913236644447
215730,FEMALE,ECE,N,nan,,19.0,6.287953873,71.83785536,49705,2.0,5.8,21,2,,No,0,0,0,0,5,4,0.5300317210000001,,1,0,1,1,1,1,0.5599682587847737
212066,FEMALE,BIO,N,Graduate,,18.0,6.913920476,68.09949752,42329,4.0,,24,2,,No,0,0,0,0,1,0,0.5528553116,,1,0,1,0,1,1,0.5781184996008862
219450,Other,CIVIL,N,Graduate,,21.0,6.643959794,95.4550517,33242,5.0,21.8,32,0,,No,0,0,0,4,2,0,0.64812354686,,0,0,1,0,1,1,0.6790500495865658
217585,nan,ARTS,Nope,nan,,20.0,6.730297592,75.20312383,50044,5.0,,48,1,,No,1,0,0,5,0,4,0.63882127517,,0,0,1,0,1,1,0.6061965455672228
205426,FEMALE,nan,No,nan,,,4.915175342,86.23072549,73396,2.0,15.4,51,1,,Yes,0,0,1,0,7,4,0.60829919015,,0,1,1,0,0,1,0.6151430621539506
209639,Other,CIVIL,Y,nan,,18.0,5.71333908,67.69640756,37543,2.0,6.7,22,2,,No,0,0,0,4,2,4,0.49762278588,,1,1,1,1,1,1,0.5255975184259948
206660,nan,BIO,Y,Postgraduate,,23.0,5.034232152,72.56523135,54051,5.0,23.3,31,4,,No,0,0,0,5,1,1,0.51206498013,,1,1,1,0,0,1,0.6196242138924962
206534,nan,BIO,N,Graduate,,20.0,5.776314227,85.37402443,49976,4.0,13.0,43,3,,No,0,0,0,5,1,0,0.6161746423700001,,0,1,1,1,1,1,0.585797734876211
206547,Other,CIVIL,Yes,Graduate,,22.0,4.868948029,73.01928138,55644,2.0,8.8,44,0,,No,0,1,0,4,2,0,0.5458157653,,1,1,1,1,0,1,0.5174552066228789
215672,FEMALE,ARTS,Y,Primary,,26.0,5.92018577,94.68248668,37320,4.0,22.4,11,0,,No,0,0,0,0,0,2,0.55385489084,,0,1,1,0,1,1,0.6396827728419715
215427,nan,ECE,nan,nan,,25.0,5.279146891,63.61906568,74581,,19.4,31,1,,Yes,0,0,1,5,5,4,0.49502307268,,1,1,0,0,0,1,0.8244022739998497
209728,Other,CS,nan,nan,,24.0,4.744531342,60.27514418,52296,5.0,18.7,27,3,,No,0,0,0,4,4,4,0.45160668622,,1,1,1,0,0,1,0.6101242138924962
203142,nan,nan,Yes,Primary,,23.0,5.334475455,64.24481214,32094,6.0,6.3,37,2,,No,1,1,0,5,7,2,0.51711345462,,1,1,1,1,1,1,0.5554036998132584
201527,nan,ME,No,nan,,22.0,4.203877628,96.08204567,67171,4.0,24.2,34,4,,N,0,0,0,5,6,4,0.55840124213,,0,1,1,0,0,1,0.6459690794936792
210127,nan,nan,nan,nan,,26.0,6.074431458,74.44296043,31930,2.0,12.7,48,0,,Yes,0,0,1,5,7,4,0.61030613961,,1,0,1,1,1,1,0.52690483873562
208865,nan,COMMERCE,Nope,nan,,18.0,4.118177991,77.37774197,80570,3.0,,48,1,,No,0,0,0,5,3,4,0.54086034555,,0,1,1,0,0,1,0.5313934512412495
218798,Female,CIVIL,No,nan,,16.0,6.706783304,72.27678926,37060,5.0,7.4,12,1,,nan,1,0,0,1,2,4,0.52110169994,,1,0,1,1,1,1,0.573810250126765
206867,Other,nan,N,nan,,,5.087267027,91.56820968,59274,4.0,17.2,54,4,,Yes,0,0,1,4,7,4,0.64019531012,,0,1,1,0,0,1,0.6166781161097472
204954,nan,ME,N,Graduate,,17.0,5.534980119,71.62041055,36284,6.0,20.9,51,0,,No,1,0,0,5,6,0,0.58926043641,,1,1,1,0,1,1,0.6069670713099412
216235,Female,BIO,Y,nan,,22.0,5.314623378,71.24411474,41898,2.0,9.3,33,4,,No,0,0,0,1,1,4,0.52531727934,,1,1,1,1,1,1,0.5356665660450424
208642,Female,ME,nan,nan,,20.0,4.457290899,85.96064729,37812,6.0,21.2,32,1,,No,0,0,0,1,6,4,0.53217357783,,0,1,1,0,1,1,0.6372917472009457
219533,Other,ARTS,Y,Graduate,,16.0,6.825243025,68.90318533,20117,3.0,12.3,53,1,,No,0,0,0,4,0,0,0.63871927699,,1,0,1,1,1,1,0.5688368069033218
219962,Female,nan,Yes,Primary,,24.0,6.097243392,86.50298734,80353,5.0,22.7,39,1,,No,0,1,0,1,7,2,0.6203986977,,0,0,1,0,0,1,0.6031203087847824
219938,Female,ECE,Nope,Postgraduate,,22.0,4.247314581,100.0,58613,5.0,21.8,47,1,,nan,0,0,0,1,5,1,0.61089258324,,0,1,1,0,0,1,0.6240861892656276
200385,nan,ME,nan,nan,,21.0,5.376263386,72.39002071,55452,3.0,14.8,38,2,,No,0,0,0,5,6,4,0.54622059757,,1,1,1,1,0,0,0.49666061502895376
213291,nan,nan,nan,nan,,23.0,4.556744917,100.0,46916,5.0,24.4,19,1,,No,0,0,0,5,7,4,0.53926979668,,0,1,1,0,1,1,0.6324484469528069
208485,FEMALE,COMMERCE,Y,nan,,19.0,6.308878087,55.51204866,64750,,8.1,42,0,,Y,0,0,0,0,3,4,0.5448912694600001,,1,0,0,1,0,1,0.7479872192827587
215005,Male,nan,No,nan,,21.0,4.307053967,67.00695155,34925,3.0,13.5,30,2,,No,0,0,0,3,7,4,0.4633030133299999,,1,1,1,1,1,1,0.5170295912551264
207913,M,CIVIL,Nope,Postgraduate,,24.0,4.620640958,80.77138014,46145,4.0,16.1,2,0,,Yes,0,0,1,2,2,1,0.43313977874,,0,1,1,0,1,1,0.628196350307124
205915,FEMALE,ME,N,Secondary,,19.0,4.695441352,62.34387402,40448,2.0,13.4,21,4,,No,0,0,0,0,6,3,0.43784927613999997,,1,1,1,1,1,1,0.5360153055408408
219169,Male,BIO,Nope,Primary,,25.0,5.114097286,78.16542495,42663,4.0,23.5,10,2,,No,1,0,0,3,1,2,0.46906016629,,0,1,1,0,1,1,0.6415894725938326
205554,Other,ECE,Nope,nan,,19.0,4.639419285,78.8012948,80212,5.0,22.2,43,1,,No,1,0,0,4,5,4,0.5509806558,,0,1,1,0,0,1,0.6238262223508221
208477,M,nan,N,Primary,,19.0,5.581523909,56.78748219,65031,3.0,9.8,29,3,,No,0,0,0,2,7,2,0.48062340292999994,,1,1,1,1,0,1,0.5069004701014176
210069,M,COMMERCE,nan,nan,,18.0,6.075542825,61.06461768,43545,6.0,13.3,5,2,,nan,0,0,0,2,3,4,0.44121556604,,1,0,1,1,1,1,0.573810250126765
213719,nan,CIVIL,No,Secondary,,24.0,4.605929744,79.78632767,23901,5.0,11.5,34,3,,nan,1,0,0,5,2,3,0.52559617277,,0,1,1,1,1,1,0.5919405920190681
204874,FEMALE,COMMERCE,Yes,nan,,19.0,4.443175782,71.32684872,38104,4.0,16.6,25,4,,N,0,1,0,0,3,4,0.46670757744,,1,1,1,0,1,1,0.6065756659276392
212326,Female,CIVIL,nan,Postgraduate,,16.0,6.78907526,58.30551498,47627,6.0,21.6,9,4,,No,1,0,0,1,2,1,0.47347955533999997,,1,0,1,0,1,1,0.6664641288998765
200290,Male,BIO,No,nan,,22.0,4.665751883,53.33655745,25902,6.0,20.2,36,0,,Yes,1,0,1,3,1,4,0.45463974767000004,,1,1,1,0,1,1,0.6048359601304052
218041,nan,CIVIL,N,Secondary,,23.0,4.119075609,83.62401724,43761,6.0,8.4,17,0,,No,0,0,0,5,2,3,0.46663507608,,0,1,1,1,1,1,0.5806072586857349
207199,Female,CS,No,nan,,19.0,6.701206932,78.56145799,8039,2.0,7.2,17,1,,N,0,0,0,1,4,4,0.55473265125,,0,0,1,1,1,1,0.6143080856246006
215709,FEMALE,ECE,Nope,Secondary,,22.0,6.31123598,46.12414696,70722,6.0,13.4,52,4,,Yes,1,0,1,0,5,3,0.54682188008,,1,0,1,1,0,1,0.5019419465553365
214971,Male,CIVIL,No,nan,,18.0,,92.68632634,68018,4.0,9.0,1,0,,N,1,0,0,3,2,4,,,0,0,1,1,0,0,0.4494912328462619
218883,Male,CIVIL,Nope,nan,,16.0,6.196100945,69.00993728,67378,2.0,18.7,59,3,,No,0,0,0,3,2,4,0.63187384964,,1,0,1,0,0,1,0.6430465124272946
206896,Female,CS,N,nan,,20.0,,78.05849968,43907,6.0,23.2,45,4,,Yes,1,0,1,1,4,4,,,0,0,1,0,1,1,0.5713942295233295
210034,nan,CIVIL,Y,Primary,,26.0,6.94632593,78.43445993,62987,5.0,24.4,43,0,,Yes,0,0,1,5,2,2,0.64215641699,,0,0,1,0,0,1,0.6615799704425228
204024,Female,ECE,nan,nan,,18.0,4.990778812,83.51382303,13536,5.0,19.4,36,0,,No,0,0,0,1,5,4,0.55817262157,,0,1,1,0,1,1,0.6372917472009457
218821,Other,nan,Yes,Postgraduate,,16.0,5.282099391,63.02020707,74735,3.0,14.6,10,1,,nan,0,1,0,4,7,1,0.43034459685000004,,1,1,1,1,0,1,0.5239468032615343
215262,Female,CIVIL,Nope,nan,,21.0,4.459276313,,71943,3.0,17.0,28,1,,Yes,0,0,1,1,2,4,,,0,1,1,0,0,1,0.5502396035454103
200812,Other,CIVIL,nan,Secondary,,20.0,6.170938124,51.08418967,44489,4.0,8.1,24,4,,No,1,0,0,4,2,3,0.47209009397000007,,1,0,1,1,1,1,0.576979664046179
209514,Female,nan,No,Secondary,,25.0,4.698555383,77.38195414,26003,5.0,15.0,14,4,,Yes,1,0,1,1,7,3,0.46208807774,,0,1,1,0,1,1,0.6151386579994316
204688,nan,CIVIL,No,Postgraduate,,20.0,4.360789635,75.89828514,45578,4.0,14.9,51,1,,No,1,0,0,5,2,1,0.55512644082,,0,1,1,1,1,1,0.5744644015428777
202405,Male,BIO,N,Graduate,,,5.467979028,68.47469247,493140,6.0,17.8,18,3,,Yes,1,0,1,3,1,0,0.47814323853,,1,1,1,0,0,1,0.6362728291436119
207061,FEMALE,BIO,Yes,Secondary,,21.0,,83.62957622,60363,3.0,9.0,58,1,,No,0,1,0,0,1,3,,,0,0,1,1,0,0,0.44369423351518317
214674,Female,CS,nan,nan,,20.0,5.544095616,81.47455863,30462,6.0,20.1,26,0,,Y,1,0,0,1,4,4,0.54418750053,,0,1,1,0,1,1,0.6396827728419714
212692,Female,ECE,nan,Primary,,17.0,5.167948305,61.31787698,64625,6.0,19.6,28,1,,No,0,0,0,1,5,2,0.47467156314000003,,1,1,1,0,0,1,0.6155169646900857
209626,Female,BIO,Nope,Graduate,,23.0,5.193422951,98.44749727,50550,3.0,20.7,22,2,,No,0,0,0,1,1,0,0.56907940985,,0,1,1,0,0,1,0.6331200720495106
