student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,scholarship_binary,sports_binary,low_attendance,low_cgpa,high_failures,low_study_hours,cgpa_attendance_interaction,study_cgpa_ratio,assignment_completion_rate,academic_performance_score,engagement_score,risk_score,cgpa_squared,attendance_squared,income_bracket,age_group,dropout,risk_probability
219724,0,0,0,2,0,21.0,6.684026181,85.48842833,15918,2.0,7.6,34,3,6,0,0,0,0,0,0,1,571.4068931302621,1.1202786954574697,0.68,76.16434507,0.0,1,44.67620598829345,7308.271378333548,1,3,0,0.061828728961587504
213150,0,0,0,3,0,23.0,6.790012124,86.96689707,54987,5.0,6.2,20,0,5,0,0,0,0,0,1,1,590.5062854919602,0.8998532786906893,0.4,77.433509155,0.0,3,46.104264644066994,7563.241185983975,0,0,0,0.04987673156551642
214739,2,1,0,0,0,25.0,4.171005728,83.89966416,59444,4.0,12.8,14,4,8,0,0,0,0,1,1,0,349.9459797886363,2.996952197016581,0.28,62.80486072,0.0,5,17.397288783008808,7039.153646160788,0,0,1,0.7118217750261508
204322,0,5,1,1,0,26.0,4.945652392,65.55490433,25849,2.0,20.1,26,4,2,1,1,1,1,1,0,0,324.2117694069957,3.9836275744775884,0.52,57.505714125,1.0,6,24.459477582495325,4297.445481715453,2,1,0,0.11468442521770376
207403,0,4,0,1,0,18.0,4.761247286,72.38083077,36723,2.0,18.5,26,0,2,1,0,1,0,1,0,0,344.62303406208775,3.8056076787697077,0.52,59.996651815,1.0,3,22.669475718442364,5238.9846629553795,2,2,0,0.3328888905222508
217266,2,3,0,4,0,21.0,5.466104638,88.86746082,24968,2.0,7.3,1,4,2,0,0,0,0,0,0,1,485.7588397554853,1.3115096597650417,0.02,71.7642536,0.0,1,29.87829991356511,7897.425592594236,1,3,0,0.041675154426329096
217919,2,4,0,2,0,24.0,6.028956535,90.23785716,56945,3.0,10.4,10,4,9,0,0,0,0,0,0,0,544.0401186291786,1.696863069693804,0.2,75.263711255,0.0,0,36.3483169009192,8142.870864828564,0,0,0,0.05657429027847379
218366,0,0,0,0,0,24.0,6.390839257,75.99496428,58359,2.0,21.6,7,1,6,0,0,0,0,0,0,0,485.67160105493673,3.327766894967494,0.14,69.951678425,0.0,0,40.84282640881231,5775.234595918477,0,0,0,0.07739793545219051
206298,1,2,0,1,0,20.0,4.335330365,65.7013469,21265,6.0,21.0,24,4,2,0,0,0,1,1,1,0,284.8370442369686,4.734709316292385,0.48,54.527325275,0.0,8,18.79508937369103,4316.66698447414,1,3,1,0.6258609779162024
212774,0,6,0,4,0,16.0,4.700623052,59.30301334,15097,6.0,22.2,0,1,2,1,0,1,1,1,1,0,278.7611115590675,4.6243997413525735,0.0,53.154621930000005,1.0,8,22.095857076993795,3516.8473912042177,1,2,1,0.8228479282182058
204774,1,3,0,3,0,26.0,6.982753194,65.51181709,24225,6.0,17.1,23,2,4,0,0,0,1,0,1,0,457.45285002994126,2.4143153843742424,0.46,67.669674515,0.0,5,48.7588421683172,4291.798178433615,1,1,0,0.1085195687238169
205857,0,6,0,4,0,24.0,6.677911529,57.40472388,29648,5.0,14.4,16,0,9,0,0,0,1,0,1,0,383.3436674173136,2.124548238552259,0.32,62.091919585,0.0,5,44.59450238915112,3295.302323739042,2,0,1,0.8138437481435271
218539,0,6,1,4,0,19.0,6.537049119,84.92707295,15266,4.0,6.5,38,0,9,0,1,0,0,0,1,1,555.1724474070462,0.9793508957757046,0.76,75.14878207,0.0,3,42.733011184218675,7212.607719854621,1,3,0,0.08256764147862126
204772,2,6,0,0,0,17.0,4.704428554,75.21634179,66227,4.0,15.2,2,4,9,0,0,0,0,1,1,0,353.8499060442995,3.163747744223402,0.04,61.130313665,0.0,5,22.131648019690527,5657.4980722701,0,2,1,0.5232982794139368
210752,1,6,0,4,0,21.0,5.582933403,75.21634179,32594,3.0,19.4,3,0,7,0,0,0,0,0,0,0,419.92782703085584,3.413729956743609,0.06,65.52283790999999,0.0,0,31.169145382333163,5657.4980722701,2,3,0,0.12460203024209772
203886,1,3,0,4,0,21.0,6.960243589,81.49411218,63003,6.0,24.3,23,3,0,0,0,0,0,0,1,0,567.2188718420919,3.441807593984418,0.46,75.54827403499999,0.0,2,48.4449908182156,6641.290320006425,0,3,0,0.06292799919706465
202937,2,6,1,1,0,23.0,5.952613082,88.13052384,87763,3.0,14.6,6,3,4,0,1,0,0,0,0,0,524.6069091334969,2.4121812847114352,0.12,73.82832733,0.0,0,35.43360250399754,7766.989232312808,3,0,0,0.04729016439480414
213855,0,1,1,4,0,23.0,5.509995241,80.15846798,52895,5.0,20.7,57,1,0,0,1,0,0,0,1,0,441.6727770956509,3.6898427023104134,1.14,67.629210195,0.0,2,30.36004755584265,6425.379988900685,0,0,1,0.7604626576757799
217874,0,3,0,4,0,18.0,5.4661447975,78.55011105,27113,6.0,19.8,27,2,3,0,0,0,0,0,1,0,429.36628085900475,3.557219713165394,0.54,66.60577951249999,0.0,2,29.878738947236318,6170.119945967332,2,2,1,0.7323971776995302
214518,0,0,1,0,0,17.0,4.586764257,73.01074774,37099,5.0,13.5,42,0,3,0,1,0,0,1,1,0,334.8830881106755,2.8804521114619406,0.84,59.43919515499999,0.0,5,21.038406349292757,5330.569285553915,2,2,0,0.2993177717702812
207486,0,0,0,0,0,24.0,6.731259638,80.64843588,56022,4.0,7.9,9,4,3,0,0,0,0,0,1,1,542.865561306875,1.1564485056394223,0.18,73.98051613,0.0,3,45.309856314167895,6504.170209890471,0,0,0,0.3138767143320348
215653,1,0,1,3,0,22.0,4.660754381,81.71340043,81930,6.0,8.7,34,2,6,0,1,0,0,1,1,1,380.84608904052976,1.8274414732928435,0.68,64.16047212,0.0,6,21.722631400010695,6677.079809833523,3,0,1,0.8084966744960024
208603,2,3,0,0,0,18.0,4.721404046,87.39132763,12981,2.0,14.6,7,2,1,0,0,0,0,1,0,0,412.6097678575936,3.028163551675918,0.14,67.302684045,0.0,3,22.29165616558517,7637.244144934002,1,2,0,0.03838797730334877
215210,0,0,1,4,0,21.0,4.250031896,68.59903289,55649,4.0,8.5,47,4,5,0,1,0,1,1,1,1,291.5480778172531,1.9540086609056901,0.94,55.549675925,0.0,9,18.06277111701736,4705.827313443302,0,3,1,0.5475226326306245
213188,1,0,1,1,0,26.0,5.4661447975,66.24364456,29489,4.0,12.0,38,0,5,0,1,0,1,0,1,0,362.09735307908323,2.155890735251754,0.76,60.452546267500004,0.0,5,29.878738947236318,4388.220444591619,2,1,0,0.28490474039569863
219085,0,0,0,0,0,26.0,4.916014103,90.45684705,32983,4.0,24.9,47,4,2,0,0,0,0,1,1,0,444.6871358107139,4.964100875455612,0.94,69.80849404,0.0,5,24.167194660894896,8182.441178227093,2,1,0,0.19863921736792686
216833,2,0,0,1,0,19.0,6.523125005,45.26230488,65884,4.0,18.0,17,2,3,1,0,1,1,0,1,0,295.25167274666154,2.71775030463886,0.34,55.246777465,1.0,5,42.55115983085625,2048.676243050072,0,3,1,0.6466776985028186
217953,0,0,0,4,0,19.0,5.315604934,77.78585646,33356,4.0,19.9,0,2,6,0,0,0,0,0,1,0,413.47888239419177,3.674566413636405,0.0,65.4709529,0.0,2,28.255655814365138,6050.639465215724,2,3,0,0.23715161395362735
202753,0,0,0,1,0,19.0,6.275329538,78.47622543,40505,5.0,17.1,32,1,4,0,0,0,0,0,1,0,492.46417547162577,2.682214291524204,0.64,70.614760405,0.0,2,39.3797608104953,6158.517957740179,2,3,0,0.2024888439351568
209326,0,3,0,4,0,24.0,4.772035935,63.49007283,37161,5.0,12.1,45,2,3,0,0,0,1,1,1,0,302.97690906052713,2.4835613204482656,0.9,55.60521609,0.0,8,22.772326964931324,4030.9893479587045,2,0,1,0.903684576305311
206846,0,0,0,3,0,25.0,6.925640788,84.81167743,80021,5.0,8.7,6,1,0,0,0,0,0,0,1,1,587.375212507907,1.2383212097692007,0.12,77.03404265500001,0.0,3,47.96450032440926,7193.020628490372,3,0,0,0.07570782344891705
219599,1,2,0,0,0,22.0,5.832097541,60.87077168,43952,3.0,9.9,33,1,2,0,0,0,1,0,0,1,355.0042778337004,1.6688869209542891,0.66,59.595873545,0.0,4,34.01336172773825,3705.25084491869,2,0,0,0.1716134567231265
207212,0,0,0,2,0,21.0,6.251251578,55.52120879,73308,5.0,17.9,37,3,8,0,0,0,1,0,1,0,347.07704406095496,2.818342145665199,0.74,59.016862285,0.0,5,39.07814629144749,3082.6046255027736,0,3,1,0.6027353997244398
214644,0,1,0,3,0,25.0,4.397576487,100.0,35457,4.0,13.6,20,2,6,0,0,0,0,1,1,0,439.7576487,3.0238507425743752,0.4,71.987882435,0.0,5,19.33867895901526,10000.0,2,0,0,0.0893377154442929
203975,0,0,0,1,0,19.0,6.526786985,68.84560888,28805,4.0,6.7,48,3,9,0,0,0,1,0,1,1,449.34062401238447,1.0110480411043423,0.96,67.056739365,0.0,6,42.59894834756539,4739.717862057935,2,3,0,0.1948359921511163
207745,0,6,0,0,0,25.0,5.128902045,95.14405403,48409,3.0,8.3,1,3,7,0,0,0,0,0,0,1,487.98453328405753,1.5873313228226675,0.02,73.21653724000001,0.0,1,26.305636187205184,9052.39101726356,2,0,0,0.07262719701564292
219329,0,2,0,3,0,21.0,5.124667585,92.37245296,69509,3.0,7.6,51,1,0,0,0,0,0,0,0,1,473.3781154310493,1.4546379987541351,1.02,71.809564405,0.0,1,26.262217856749732,8532.670065847413,0,3,0,0.04438370133681169
203710,1,2,0,4,0,19.0,6.985223964,66.85187776,29673,6.0,15.4,35,0,4,0,0,0,1,0,1,0,466.97533856755064,2.173537502589523,0.7,68.3520587,0.0,5,48.793353827239876,4469.173560037982,2,3,0,0.25175172340012913
218095,0,0,0,4,0,26.0,5.073387867,78.33981171,41814,2.0,20.6,44,2,7,0,0,0,0,0,0,0,397.4482502325786,3.9819167883010005,0.88,64.53684519000001,0.0,0,25.739264449022812,6137.126098758255,2,1,0,0.120799968317757
210633,0,0,0,1,0,19.0,5.4661447975,74.27553916,45026,5.0,9.9,45,3,0,0,0,0,0,0,1,1,406.0008519609415,1.778609856582697,0.9,64.46849356749999,0.0,3,29.878738947236318,5516.855717508693,2,3,0,0.2212688163383356
217487,2,0,0,4,0,25.0,5.474496689,75.72427145,35526,5.0,21.4,32,2,3,0,0,0,0,0,1,0,414.5522733299623,3.838911599360715,0.64,65.23461917,0.0,2,29.970113997871966,5734.165286633285,2,0,0,0.4941065223165667
216382,1,0,0,3,0,21.0,5.865521249,75.21634179,74683,3.0,24.7,43,0,0,0,0,0,0,0,0,0,441.1830510412917,4.140459646194447,0.86,66.93577714,0.0,0,34.40433952247052,5657.4980722701,0,3,0,0.12073088601150042
209995,0,0,0,4,0,17.0,5.5229031,54.174323,70616,3.0,13.9,8,4,4,0,0,0,1,0,0,0,299.1995364371013,2.472032640932404,0.16,54.701677000000004,0.0,3,30.502458651989606,2934.857272508329,0,2,1,0.5838441484798725
219604,0,1,0,4,0,20.0,6.853157047,97.49464433,31795,3.0,6.3,22,1,5,0,0,0,0,0,0,1,668.1461088348981,0.9060632396787571,0.44,83.0131074,0.0,1,46.96576151084576,9505.2056730332,2,3,0,0.05039638470514204
210560,1,4,0,4,0,18.0,4.903891345,61.98512057,62372,5.0,7.0,56,3,2,0,0,0,1,1,1,1,303.9682962820045,1.3989112707242448,1.12,55.512017009999994,0.0,9,24.04815032356591,3842.155172077437,0,2,1,0.8777044465109616
215959,0,1,0,3,0,24.0,4.935491451,75.21634179,48011,2.0,14.9,38,4,1,0,0,0,0,1,0,0,371.22961188003904,2.9589961863684637,0.76,62.28562815,0.0,3,24.359075862894084,5657.4980722701,2,0,0,0.14708561935698328
210928,1,1,0,1,0,21.0,4.849113528,80.23248538,10043,3.0,5.1,23,0,9,0,0,0,0,1,0,1,389.05643024122026,1.0304875754307004,0.46,64.36181033,0.0,4,23.51390200743261,6437.251710251914,1,3,0,0.11511600877999696
218772,1,2,0,4,0,21.0,5.535252246,70.15772025,65765,4.0,15.8,30,2,4,0,0,0,0,0,1,0,388.3406785880521,2.803778661587885,0.6,62.755121355,0.0,2,30.639017426848042,4922.10571067726,0,3,0,0.45441488434359467
215730,0,5,0,4,0,19.0,6.287953873,71.83785536,49705,2.0,5.8,21,2,2,0,0,0,0,0,0,1,451.7131208389259,0.907958967035578,0.42,67.358697045,0.0,1,39.538363908975704,5160.677462724281,2,3,0,0.1624490362784367
212066,0,1,0,0,0,18.0,6.913920476,68.09949752,42329,4.0,15.2,24,2,1,0,0,0,1,0,1,0,470.83451030883924,2.1671189532317703,0.48,68.61935113999999,0.0,5,47.802296348452074,4637.541562476486,2,2,0,0.07405423698590348
219450,2,2,0,0,0,21.0,6.643959794,95.4550517,33242,5.0,21.8,32,0,1,0,0,0,0,0,1,0,634.1995256289913,3.232522237068367,0.64,80.94732482,0.0,2,44.14220174428852,9111.666895049673,2,3,0,0.03707096861798769
217585,0,0,0,4,0,20.0,6.730297592,75.20312383,50044,5.0,15.2,48,1,0,0,0,0,0,0,1,0,506.1394032239268,2.2253788792164824,0.96,71.253049875,0.0,2,45.296905676881,5655.509833790313,0,3,0,0.20512112729971713
205426,0,0,0,4,0,21.0,4.915175342,86.23072549,73396,2.0,15.4,51,1,5,0,0,0,0,1,0,0,423.8391356512189,3.0706802753298432,1.02,67.691239455,0.0,3,24.15894864260482,7435.738018531735,0,3,0,0.08639072706622002
209639,2,2,1,4,0,18.0,5.71333908,67.69640756,37543,2.0,6.7,22,2,3,0,1,0,1,0,0,1,386.7725308881554,1.1525217964750132,0.44,62.41489918,0.0,4,32.64224344305524,4582.803596529625,2,2,0,0.09079948322162952
206660,0,1,1,1,0,23.0,5.034232152,72.56523135,54051,5.0,23.3,31,4,7,0,1,0,0,0,1,0,365.3102207794884,4.5381664307726455,0.62,61.45377643500001,0.0,2,25.343493360230553,5265.712800879023,0,0,0,0.4097035429817132
206534,0,1,0,0,0,20.0,5.776314227,85.37402443,49976,4.0,13.0,43,3,1,0,0,0,0,0,1,0,493.1471919312546,2.2122710763608726,0.86,71.56858335000001,0.0,2,33.36580604904261,7288.724047374238,2,3,0,0.04880152421578443
206547,2,2,0,0,0,22.0,4.868948029,73.01928138,55644,2.0,8.8,44,0,9,0,0,0,0,1,0,1,355.5270861541474,1.770998599430109,0.88,60.854380835,0.0,4,23.706654909102987,5331.815453251614,0,0,0,0.06820593804537296
215672,0,0,1,2,0,26.0,5.92018577,94.68248668,37320,4.0,22.4,11,0,2,0,1,0,0,0,1,0,560.5379103111505,3.72081541264465,0.22,76.94217219,0.0,2,35.04859955131049,8964.773283908376,2,1,0,0.06424510508892012
215427,0,5,0,4,0,25.0,5.279146891,63.61906568,74581,4.0,19.4,31,1,0,0,0,0,1,0,1,0,335.85439279289676,3.606519842850672,0.62,58.205267295,0.0,5,27.869391896754966,4047.385517996154,0,0,0,0.37427140653329916
209728,2,4,0,4,0,24.0,4.744531342,60.27514418,52296,5.0,18.7,27,3,7,0,0,0,1,1,1,0,285.9773107055789,3.860022503700008,0.54,53.8602288,0.0,8,22.510577655220324,3633.0930059197876,0,0,1,0.551861111111749
203142,0,0,0,2,0,23.0,5.334475455,64.24481214,32094,6.0,6.3,37,2,2,0,0,0,1,0,1,1,342.71237347191595,1.1592655173745743,0.74,58.794783345,0.0,6,28.456628379997454,4127.395886903891,2,0,0,0.43675248115844106
201527,0,6,0,4,0,22.0,4.203877628,96.08204567,67171,4.0,24.2,34,4,9,0,0,0,0,1,1,0,403.91716224458725,5.622836449289492,0.68,69.060410975,0.0,5,17.672587111198904,9231.759500131966,0,0,0,0.18125044139994956
210127,0,0,0,4,0,26.0,6.074431458,74.44296043,31930,2.0,12.7,48,0,6,0,0,0,0,0,0,0,452.1986606626412,2.056869541169664,0.96,67.593637505,0.0,0,36.89871753794001,5541.754357582546,2,1,0,0.06393976740343216
208865,0,3,0,4,0,18.0,4.118177991,77.37774197,80570,3.0,15.2,48,1,4,0,0,0,0,1,0,0,318.65531397413093,3.6034515452954015,0.96,59.27976094,0.0,3,16.95938996555679,5987.3149523759,3,2,0,0.32902153145276364
218798,0,2,0,4,0,16.0,6.706783304,72.27678926,37060,5.0,7.4,12,1,7,0,0,0,0,0,1,1,484.7447634756945,1.0871508125800622,0.24,69.67231115,0.0,3,44.98094228681315,5223.934265734451,2,2,1,0.6347572751671827
206867,2,0,0,4,0,21.0,5.087267027,91.56820968,59274,4.0,17.2,54,4,0,0,0,0,0,0,1,0,465.8319338264862,3.315811565217886,1.08,71.220439975,0.0,2,25.88028580400142,8384.737024000446,0,3,0,0.10722270857668711
204954,0,6,0,0,0,17.0,5.534980119,71.62041055,36284,6.0,20.9,51,0,3,0,0,0,0,0,1,0,396.41754850886787,3.7089749313452725,1.02,63.48510587,0.0,2,30.636004917725256,5129.483207350551,2,2,1,0.6108765207773883
