student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,scholarship_binary,sports_binary,academic_score,engagement_score,low_attendance,low_cgpa,high_failures,low_study_hours,low_income,gender_encoded,department_encoded,parental_education_encoded,disengaged
206846,Female,UNKNOWN,No,Secondary,,25.0,6.925640788,84.81167743,80021,5.0,8.7,6,1,0,YES,0,0,0,62.071707169,3,0,0,1,1,0,0,7,3,0
219599,Male,CIVIL,No,Graduate,N,22.0,5.832097541,60.87077168,43952,3.0,9.9,33,1,2,YES,0,0,0,58.421719209,7,1,0,0,1,1,2,2,0,0
207212,Other,UNKNOWN,NO,Primary,No,21.0,6.251251578,55.52120879,73308,5.0,17.9,37,3,8,NO,1,0,0,60.24595386033334,25,1,0,1,0,0,4,7,2,1
214644,MALE,BIO,NO,Secondary,N,25.0,4.397576487,100.0,35457,4.0,13.6,20,2,6,NO,0,0,0,58.65454910166667,18,0,1,1,0,1,1,1,3,0
203975,Female,UNKNOWN,YES,Postgraduate,N,19.0,6.526786985,68.84560888,28805,4.0,6.7,48,3,9,NO,0,0,0,69.287617589,27,1,0,1,1,1,0,7,1,0
207745,MALE,ME,No,Graduate,,25.0,5.128902045,95.14405403,48409,3.0,8.3,1,3,7,NO,0,0,0,54.521059767333334,23,0,0,0,1,1,1,6,0,0
219329,MALE,CIVIL,No,Secondary,,21.0,5.124667585,92.37245296,69509,3.0,7.6,51,1,0,NO,0,0,0,70.33507381300001,3,0,0,0,1,0,1,2,3,0
203710,Male,CIVIL,No,Unknown,No,19.0,6.985223964,66.85187776,29673,6.0,15.4,35,0,4,NO,0,0,0,66.64834981466667,8,1,0,1,0,1,2,2,4,0
218095,Other,ARTS,No,Unknown,No,26.0,5.073387867,78.33981171,41814,2.0,20.6,44,2,7,No,0,0,0,63.53554951466666,20,0,0,0,0,1,4,0,4,0
210633,Female,UNKNOWN,NO,Postgraduate,Y,19.0,5.500271303,74.27553916,45026,5.0,9.9,45,3,0,NO,0,0,0,64.784018263,9,0,0,1,1,1,0,7,1,0
217487,OTHER,UNKNOWN,NO,Unknown,Y,25.0,5.474496689,75.72427145,35526,5.0,21.4,32,2,3,NO,1,0,0,60.75643154666667,12,0,0,1,0,1,3,7,4,1
216382,Male,UNKNOWN,NO,Secondary,-,21.0,5.865521249,75.09409398,74683,3.0,24.7,43,0,0,NO,1,0,0,66.18916777233333,0,0,0,0,0,0,2,7,3,1
209995,Other,UNKNOWN,YES,Unknown,Y,17.0,5.5229031,54.174323,70616,3.0,13.9,8,4,4,NO,1,0,0,46.533479066666665,20,1,0,0,0,0,4,7,4,1
219604,MALE,BIO,YES,Unknown,,20.0,6.853157047,97.49464433,31795,3.0,6.3,22,1,5,NO,0,0,0,70.84751186733334,13,0,0,0,1,1,1,1,4,0
210560,Male,CS,NO,Unknown,Y,18.0,4.903891345,61.98512057,62372,5.0,7.0,56,3,2,No,1,0,0,61.78165956266666,13,1,1,1,1,0,2,4,4,1
215959,Other,BIO,No,Secondary,N,24.0,4.935491451,75.09409398,48011,2.0,14.9,38,4,1,No,0,0,0,59.872352115666665,14,0,1,0,0,1,4,1,3,0
210928,Male,BIO,No,Postgraduate,N,21.0,4.849113528,80.23248538,10043,3.0,5.1,23,0,9,NO,0,0,0,55.98197992066667,18,0,1,0,1,1,2,1,1,0
218772,Male,CIVIL,No,Unknown,-,21.0,5.535252246,70.15772025,65765,4.0,15.8,30,2,4,No,1,0,0,58.723577305,14,0,0,1,0,0,2,2,4,1
215730,Female,ECE,No,Unknown,Yes,19.0,6.287953873,71.83785536,49705,2.0,5.8,21,2,2,NO,0,0,0,59.991125973,10,0,0,0,1,1,0,5,4,0
212066,Female,BIO,No,Graduate,No,18.0,6.913920476,68.09949752,42329,4.0,15.1,24,2,1,NO,0,0,0,62.999451636,8,1,0,1,0,1,0,1,0,0
219450,OTHER,CIVIL,No,Graduate,N,21.0,6.643959794,95.4550517,33242,5.0,21.8,32,0,1,NO,0,0,0,72.52298114666667,2,0,0,1,0,1,3,2,0,0
217585,Other,ARTS,No,Unknown,Yes,20.0,6.730297592,75.20312383,50044,5.0,15.1,48,1,0,NO,1,0,0,72.21242510900001,3,0,0,1,0,1,4,0,4,1
205426,Female,UNKNOWN,NO,Unknown,,21.0,4.915175342,86.23072549,73396,2.0,15.4,51,1,5,YES,0,0,0,67.445094357,13,0,1,0,0,0,0,7,4,0
209639,OTHER,CIVIL,Yes,Unknown,-,18.0,5.71333908,67.69640756,37543,2.0,6.7,22,2,3,NO,0,1,0,56.208951001333325,12,1,0,0,1,1,3,2,4,0
206660,Other,BIO,Yes,Postgraduate,Y,23.0,5.034232152,72.56523135,54051,5.0,23.3,31,4,7,NO,0,1,0,57.27406349833334,26,0,0,1,0,0,4,1,1,0
206534,Other,BIO,No,Graduate,,20.0,5.776314227,85.37402443,49976,4.0,13.0,43,3,1,NO,0,0,0,68.82711179733333,11,0,0,1,0,1,4,1,0,0
206547,OTHER,CIVIL,YES,Graduate,Yes,22.0,4.868948029,73.01928138,55644,2.0,8.8,44,0,9,NO,0,0,0,60.91719122566666,18,0,1,0,1,0,3,2,0,0
215672,Female,ARTS,Yes,Primary,No,26.0,5.92018577,94.68248668,37320,4.0,22.4,11,0,2,NO,0,1,0,61.672341520666656,4,0,0,1,0,1,0,0,2,0
215427,Other,ECE,No,Unknown,No,25.0,5.279146891,63.61906568,74581,4.0,19.4,31,1,0,YES,0,0,0,55.81478749233333,3,1,0,1,0,0,4,5,4,0
209728,OTHER,CS,No,Unknown,N,24.0,4.744531342,60.27514418,52296,5.0,18.7,27,3,7,NO,0,0,0,50.805199963999996,23,1,1,1,0,0,3,4,4,0
203142,Other,UNKNOWN,YES,Primary,Yes,23.0,5.334475455,64.24481214,32094,6.0,6.3,37,2,2,NO,1,0,0,58.279154250333335,10,1,0,1,1,1,4,7,2,1
201527,Other,ME,NO,Unknown,,22.0,4.203877628,96.08204567,67171,4.0,24.2,34,4,9,No,0,0,0,61.17733517433334,30,0,1,1,0,0,4,6,4,0
210127,Other,UNKNOWN,No,Unknown,N,26.0,6.074431458,74.44296043,31930,2.0,12.7,48,0,6,YES,0,0,0,68.705045419,12,0,0,0,0,1,4,7,4,0
208865,Other,COMMERCE,No,Unknown,-,18.0,4.118177991,77.37774197,80570,3.0,15.1,48,1,4,NO,0,0,0,59.804212546,11,0,1,0,0,0,4,3,4,0
218798,Female,CIVIL,NO,Unknown,No,16.0,6.706783304,72.27678926,37060,5.0,7.4,12,1,7,No,1,0,0,59.21695329799999,17,0,0,1,1,1,0,2,4,1
206867,OTHER,UNKNOWN,No,Unknown,-,21.0,5.087267027,91.56820968,59274,4.0,17.2,54,4,0,YES,0,0,0,70.906798039,12,0,0,1,0,0,3,7,4,0
204954,Other,ME,No,Graduate,Yes,17.0,5.534980119,71.62041055,36284,6.0,20.9,51,0,3,NO,1,0,0,66.16102376,6,0,0,1,0,1,4,6,0,1
216235,Female,BIO,Yes,Unknown,No,22.0,5.314623378,71.24411474,41898,2.0,9.3,33,4,4,NO,0,1,0,58.946351312000004,20,0,0,0,1,1,0,1,4,0
208642,Female,ME,No,Unknown,Y,20.0,4.457290899,85.96064729,37812,6.0,21.2,32,1,9,NO,0,0,0,58.74131534866667,21,0,1,1,0,1,0,6,4,0
219533,OTHER,ARTS,Yes,Graduate,No,16.0,6.825243025,68.90318533,20117,3.0,12.3,53,1,7,NO,0,1,0,72.46383739066667,17,1,0,0,0,1,3,0,0,0
219962,Female,UNKNOWN,YES,Primary,N,24.0,6.097243392,86.50298734,80353,5.0,22.7,39,1,7,NO,0,0,0,69.437113162,17,0,0,1,0,0,0,7,2,0
219938,Female,ECE,No,Postgraduate,No,22.0,4.247314581,100.0,58613,5.0,21.8,47,1,8,No,0,0,0,66.90323957166667,19,0,1,1,0,0,0,5,1,0
213291,Other,UNKNOWN,No,Unknown,No,23.0,4.556744917,100.0,46916,5.0,24.4,19,1,2,NO,0,0,0,59.11705791833334,7,0,1,1,0,1,4,7,4,0
208485,Female,COMMERCE,Yes,Unknown,-,19.0,6.308878087,55.51204866,64750,4.0,8.1,42,0,9,Yes,0,1,1,62.198005033,23,1,0,1,1,0,0,3,4,0
215005,MALE,UNKNOWN,NO,Unknown,Yes,21.0,4.307053967,67.00695155,34925,3.0,13.5,30,2,9,NO,0,0,0,51.637355299999996,24,1,1,0,0,1,1,7,4,0
207913,Male,CIVIL,No,Postgraduate,Yes,24.0,4.620640958,80.77138014,46145,4.0,16.1,2,0,9,YES,0,0,0,48.00128549866667,18,0,1,1,0,1,2,2,1,0
205915,Female,ME,No,Secondary,Yes,19.0,4.695441352,62.34387402,40448,2.0,13.4,21,4,6,NO,0,0,0,49.180368966,24,1,1,0,0,1,0,6,3,0
219169,MALE,BIO,No,Primary,,25.0,5.114097286,78.16542495,42663,4.0,23.5,10,2,3,NO,1,0,0,52.35344724833333,12,0,0,1,0,1,1,1,2,1
205554,OTHER,ECE,No,Unknown,Yes,19.0,4.639419285,78.8012948,80212,5.0,22.2,43,1,1,NO,1,0,0,61.17081819833333,5,0,1,1,0,0,3,5,4,1
208477,Male,UNKNOWN,No,Primary,Yes,19.0,5.581523909,56.78748219,65031,3.0,9.8,29,3,4,NO,0,0,0,54.610530868666665,17,1,0,0,1,0,2,7,2,0
210069,Male,COMMERCE,No,Unknown,No,18.0,6.075542825,61.06461768,43545,6.0,13.3,5,2,4,No,0,0,0,50.36376609566667,14,1,0,1,0,1,2,3,4,0
213719,Other,CIVIL,NO,Secondary,No,24.0,4.605929744,79.78632767,23901,5.0,11.5,34,3,0,No,1,0,0,58.298880354333335,9,0,1,1,0,1,4,2,3,1
204874,Female,COMMERCE,YES,Unknown,No,19.0,4.443175782,71.32684872,38104,4.0,16.6,25,4,8,No,0,0,0,51.94726685933333,28,0,1,1,0,1,0,3,4,0
212326,Female,CIVIL,No,Postgraduate,Yes,16.0,6.78907526,58.30551498,47627,6.0,21.6,9,4,0,NO,1,0,0,54.437030793999995,12,1,0,1,0,1,0,2,1,1
200290,MALE,BIO,NO,Unknown,N,22.0,4.665751883,53.33655745,25902,6.0,20.2,36,0,6,YES,1,0,0,51.329726650000005,12,1,1,1,0,1,1,1,4,1
218041,Other,CIVIL,No,Secondary,Y,23.0,4.119075609,83.62401724,43761,6.0,8.4,17,0,0,NO,0,0,0,51.349249883666666,0,0,1,1,1,1,4,2,3,0
207199,Female,CS,NO,Unknown,-,19.0,6.701206932,78.56145799,8039,2.0,7.2,17,1,8,No,0,0,0,62.74113872366666,19,0,0,0,1,1,0,4,4,0
215709,Female,ECE,No,Secondary,N,22.0,6.31123598,46.12414696,70722,6.0,13.4,52,4,1,YES,1,0,0,62.72675732133334,14,1,0,1,0,0,0,5,3,1
214971,MALE,CIVIL,NO,Unknown,No,18.0,5.500271303,92.68632634,68018,4.0,9.0,1,0,8,No,1,0,0,55.64058775033333,16,0,0,1,1,0,1,2,4,1
218883,MALE,CIVIL,No,Unknown,,16.0,6.196100945,69.00993728,67378,2.0,18.7,59,3,7,NO,0,0,0,71.35015257566667,23,1,0,0,0,0,1,2,4,0
206896,Female,CS,No,Unknown,No,20.0,5.500271303,78.05849968,43907,6.0,23.2,45,4,3,YES,1,0,0,65.918906419,18,0,0,1,0,1,0,4,4,1
210034,Other,CIVIL,Yes,Primary,N,26.0,6.94632593,78.43445993,62987,5.0,24.4,43,0,3,YES,0,1,0,72.59530096233333,6,0,0,1,0,0,4,2,2,0
204024,Female,ECE,No,Unknown,Yes,18.0,4.990778812,83.51382303,13536,5.0,19.4,36,0,6,NO,0,0,0,62.008040969,12,0,1,1,0,1,0,5,4,0
218821,OTHER,UNKNOWN,YES,Postgraduate,N,16.0,5.282099391,63.02020707,74735,3.0,14.6,10,1,9,No,0,0,0,48.64989240933334,21,1,0,0,0,0,3,7,1,0
215262,Female,CIVIL,No,Unknown,,21.0,4.459276313,75.09409398,71943,3.0,17.0,28,1,0,YES,0,0,0,54.15794309233333,3,0,1,0,0,0,0,2,4,0
200812,OTHER,CIVIL,No,Secondary,-,20.0,6.170938124,51.08418967,44489,4.0,8.1,24,4,1,NO,1,0,0,54.179947521,14,1,0,1,1,1,3,2,3,1
209514,Female,UNKNOWN,NO,Secondary,-,25.0,4.698555383,77.38195414,26003,5.0,15.0,14,4,6,YES,1,0,0,51.37402982366667,24,0,1,1,0,1,0,7,3,1
204688,Other,CIVIL,NO,Postgraduate,No,20.0,4.360789635,75.89828514,45578,4.0,14.9,51,1,6,NO,1,0,0,61.573433717,15,0,1,1,0,1,4,2,1,1
202405,MALE,BIO,No,Graduate,Yes,21.0,5.467979028,68.47469247,493140,6.0,17.8,18,3,9,YES,1,0,0,53.882302881,27,1,0,1,0,0,1,1,0,1
207061,Female,BIO,YES,Secondary,N,21.0,5.500271303,83.62957622,60363,3.0,9.0,58,1,0,NO,0,0,0,71.92356271433333,3,0,0,0,1,0,0,1,3,0
214674,Female,CS,No,Unknown,-,20.0,5.544095616,81.47455863,30462,6.0,20.1,26,0,2,Yes,1,0,1,60.829512335666664,9,0,0,1,0,1,0,4,4,1
212692,Female,ECE,No,Primary,Y,17.0,5.167948305,61.31787698,64625,6.0,19.6,28,1,4,NO,0,0,0,53.56843795233334,11,1,0,1,0,0,0,5,2,0
209626,Female,BIO,No,Graduate,Y,23.0,5.193422951,98.44749727,50550,3.0,20.7,22,2,2,NO,0,0,0,62.83469726933333,10,0,0,0,0,0,0,1,0,0
210101,Female,BIO,NO,Postgraduate,Y,23.0,6.813838677,64.97442928,91812,4.0,7.2,22,4,7,YES,1,0,0,60.894855502333336,26,1,0,1,1,0,0,1,1,1
215296,Female,ME,NO,Primary,-,26.0,4.437928758,83.83124508,34598,3.0,6.4,6,3,1,NO,0,0,0,49.339017314,11,0,1,0,1,1,0,6,2,0
214263,Female,UNKNOWN,No,Unknown,No,23.0,4.786191608,70.70832971,60043,3.0,17.7,24,1,6,Yes,1,0,1,53.143456953,20,0,1,0,0,0,0,7,4,1
202485,Female,COMMERCE,NO,Graduate,No,26.0,6.7126436,82.30210159,60068,5.0,8.8,19,4,3,NO,0,0,0,64.58718181033333,18,0,0,1,1,0,0,3,0,0
