student_id,name,age,gender,department,year,semester,attendance_percentage,internal_marks,previous_semester_gpa,assignments_submitted,total_assignments,test_scores_avg,failed_subjects,library_visits,counseling_sessions,participation_score,late_submissions,disciplinary_actions,extracurricular_activities,financial_aid,commute_time,family_support_index,work_hours_per_week,dropout,risk_score
STU00039,Student_39,18,Male,Electrical,3,2,81.71740060493447,73.7558749061056,6.036009287161174,0,10,87.22067933255312,0,16,0,4.963503625631987,0,0,1,0,60,6.753536245848158,0,0,0.49303891784202136
STU00040,Student_40,25,Male,Electrical,1,1,78.45533396867116,89.082853685813,9.026941864024629,6,10,72.95567930140051,0,15,0,6.335031614437314,1,0,3,0,15,8.536244138789579,5,0,0.35492407175374324
STU00041,Student_41,21,Male,Electrical,3,1,79.44330964535567,57.56410681674146,9.516756713290759,0,10,59.8622197487923,0,14,2,6.214632731401735,3,0,1,1,60,8.084064076921123,0,0,0.4874899781565912
STU00042,Student_42,18,Male,Civil,4,1,69.72952633728465,87.44558446561983,8.20075535839702,2,10,99.46480884282272,1,14,0,6.3905646682596675,1,0,0,1,15,8.226207514740317,0,0,0.499566357151612
STU00043,Student_43,20,Male,Electronics,1,1,85.27399497305584,95.15464012938625,5.59500822073187,3,10,39.39220115724423,0,7,1,5.793967871627242,4,0,0,1,30,7.547978315008402,0,0,0.3496872102001341
STU00044,Student_44,23,Female,Electrical,3,2,93.94445302171718,47.61224187142375,8.446619610314652,1,10,66.68132427991478,1,9,0,7.857584410108355,1,0,1,0,60,9.203806434574407,0,1,0.579744586675124
STU00045,Student_45,24,Male,Mechanical,2,1,54.63800208996611,56.12701201733983,7.75977683472921,6,10,27.56448020893898,1,21,2,8.164224963043795,1,0,1,0,90,6.419461703218829,20,1,0.775937821235813
STU00046,Student_46,19,Male,Mechanical,3,2,66.38322003765043,77.40425582786258,6.128937810285146,4,10,54.77254119245571,1,18,1,7.355937290183255,2,0,1,1,60,8.463419815694497,5,1,0.7254131083336097
STU00047,Student_47,17,Female,Computer Science,1,2,76.6188279579294,73.04672275934655,6.691767967097039,0,10,97.02173854212545,1,14,0,4.684846128017262,2,0,0,0,15,9.723082061698051,0,1,0.595866014083732
STU00048,Student_48,20,Male,Electronics,2,2,92.93609729565368,84.21567299162392,4.788775507747917,7,10,65.61079734108469,0,10,0,8.115389451492813,2,0,2,0,90,7.483684316109653,0,0,0.4098494344289534
STU00049,Student_49,18,Female,Electrical,3,2,95.10583546299948,60.463387547500716,9.153461129595776,9,10,88.51933342174665,0,20,1,5.898361672536892,3,0,0,0,30,4.761927033263853,0,0,0.3697758829601425
STU00050,Student_50,24,Female,Mechanical,3,1,69.91419372893242,82.41432391850111,6.599813684417933,6,10,81.13921138590773,0,15,0,8.7813140774572,3,0,1,1,45,7.869188740508472,5,0,0.4010814700129597
STU00051,Student_51,20,Female,Electronics,3,1,96.29570180609544,84.35152415132332,8.716414022596851,3,10,58.06479571541482,2,19,0,5.424930929029303,2,0,1,0,45,9.35286766352897,0,0,0.41492210856225253
STU00052,Student_52,18,Male,Computer Science,3,1,96.09262280425573,60.71245561113899,9.559611236927726,1,10,39.53626337941076,0,18,1,6.100130105922581,2,0,0,1,15,9.22779623276141,0,0,0.3594345688407499
STU00053,Student_53,22,Male,Civil,3,2,88.13641939381657,88.75810984738266,9.138881642879719,6,10,65.25609883332494,0,17,3,7.8629047242737755,1,0,2,1,30,6.910118136205194,0,0,0.22422072799048376
STU00054,Student_54,22,Male,Electronics,2,2,80.36519838455476,60.26377601492411,6.531393703264403,10,10,86.08469931272165,1,12,2,4.533732075955353,1,1,1,1,30,9.33413283671597,0,0,0.52354169486043
STU00055,Student_55,20,Female,Electronics,4,2,79.3670023189324,91.72825018894049,7.262068708127632,1,10,81.66007876789155,1,19,1,7.115764270034134,1,0,1,0,60,8.124237296983988,0,0,0.5248049724272602
STU00056,Student_56,22,Male,Civil,2,2,79.07855483718211,82.199491808258,6.618130949898941,5,10,95.63884949591987,1,11,1,7.980903802293398,0,0,1,0,45,7.816375101485442,20,0,0.4095144998074821
STU00057,Student_57,18,Female,Electronics,2,2,66.83575380150873,93.95740617132607,8.84885197591867,0,10,96.16542325885933,0,18,3,5.24948928149903,2,0,3,1,60,6.5245564513077206,0,0,0.4218908600562396
STU00058,Student_58,18,Male,Computer Science,2,1,70.21800543175944,83.33871188264497,8.861466505976443,6,10,90.07083932673603,0,20,1,5.445262882547245,3,0,1,0,30,4.972203579001507,20,0,0.4012231087252641
STU00059,Student_59,20,Female,Computer Science,4,2,71.46469925347658,52.04437025818998,6.271557558878575,6,10,71.94347899731264,0,14,0,8.40590138878224,3,0,1,1,15,7.99091007469464,5,1,0.5682487047205164
STU00060,Student_60,24,Male,Civil,1,1,71.05582576193657,97.35883438631859,9.247606983680143,3,10,60.11551505859981,0,20,2,5.865517298113221,4,0,0,1,15,4.87915438601955,0,0,0.3756386236171878
STU00061,Student_61,23,Male,Electrical,4,2,59.365685368679124,81.8311800387548,6.227297261057233,3,10,95.49747898656364,1,13,0,4.7287352300059515,4,0,0,0,90,7.20921691196875,5,1,0.7485111028596538
STU00062,Student_62,25,Male,Mechanical,2,2,95.46234137354865,90.02642090084697,8.487712731589331,9,10,69.68700969560439,0,13,0,5.881155926891012,1,0,0,1,15,9.43283936825707,0,0,0.19593743340917824
STU00063,Student_63,24,Female,Electrical,3,1,76.97376077899646,47.205905561651676,4.609089090922033,4,10,80.25447821285901,0,14,1,4.890235765049132,6,0,3,1,45,5.526931720508763,5,1,0.7026578067065753
STU00064,Student_64,21,Female,Electronics,3,1,64.66499525896835,48.620114694750946,7.987555810341346,1,10,89.68785839795086,1,12,0,7.445659640285137,3,1,1,1,90,6.85943169431214,0,1,0.6936672606893675
STU00065,Student_65,18,Male,Mechanical,2,2,52.691502798847466,80.7406393667149,5.765907473747433,8,10,55.02078056421621,0,14,0,5.176664558575644,1,0,2,1,45,8.608186678562166,0,1,0.6001606333471943
STU00066,Student_66,21,Male,Civil,3,2,89.71442063683794,34.76878510616188,5.961447188583806,9,10,83.50886971217524,1,18,0,7.996799015563969,2,0,0,1,60,9.266156532263919,5,1,0.657534076758315
STU00067,Student_67,24,Female,Civil,2,2,71.87690209703753,80.92687615356334,8.492229504301386,3,10,62.36754701435555,1,22,1,7.165736066084349,4,0,1,1,60,7.159280476598538,0,0,0.3767281574541051
STU00068,Student_68,25,Female,Mechanical,3,2,81.17936316521912,59.88116532400829,4.98229794518352,10,10,61.04637396422129,1,18,3,8.755501232686111,2,0,3,1,15,8.00919859422588,0,1,0.6398471063636793
STU00069,Student_69,25,Female,Computer Science,4,1,65.36338154541203,83.69795259978115,8.357585496173655,8,10,57.44729054504215,0,19,0,4.501610865430245,2,0,0,1,90,9.32292082941695,15,0,0.3454742930368947
STU00070,Student_70,17,Male,Mechanical,1,2,85.64500770370475,74.83684574018478,3.592069607597936,2,10,72.86196220344317,0,8,0,5.552416346558448,1,0,1,0,45,6.034510015204045,15,0,0.5085959657985977
STU00071,Student_71,25,Female,Electronics,1,1,82.34377731701973,78.70564128462004,6.217195047731475,8,10,53.17385844180498,1,16,0,7.295551924780636,0,0,3,0,45,6.764527594078709,10,0,0.5221311505375045
STU00072,Student_72,23,Male,Computer Science,4,2,48.9290300294057,48.61101696952921,7.964947119534544,0,10,62.724902317375545,1,6,1,4.136167023308067,1,0,3,0,30,3.724254553135275,5,1,1.0
STU00073,Student_73,25,Female,Civil,4,1,89.13067821599414,94.32986755050044,8.792681779317753,6,10,63.07199983149297,0,15,1,8.746902328251885,1,0,2,0,15,6.16891781908608,0,0,0.1837884852571521
STU00074,Student_74,24,Male,Mechanical,2,1,91.63643135420583,95.5613181360996,6.411264306706376,3,10,65.98760810459072,0,11,0,5.4528060311060855,5,0,2,0,60,8.878891418731849,0,0,0.2724413479137373
STU00075,Student_75,17,Female,Electrical,2,2,78.43317340732594,66.06616399508951,5.585825993014605,6,10,94.5723815442126,0,16,0,5.668731503065755,1,0,1,1,30,8.914833629736068,15,1,0.5667358365113002
STU00076,Student_76,24,Female,Electrical,2,1,73.70265291869956,82.16328587745572,7.278288390811363,9,10,61.14051235021456,2,15,1,6.211483558159027,2,0,0,0,60,8.78203965382701,10,1,0.5695250000684948
STU00077,Student_77,24,Female,Electronics,3,2,90.36041440728158,48.02894130564633,8.645102554137367,5,10,69.58004245026169,0,22,1,5.141347317132113,1,0,2,1,60,7.749067252424351,0,0,0.4137404205467644
STU00078,Student_78,19,Female,Electrical,2,1,83.45330113932204,74.59992230556963,7.296483277137779,3,10,91.03847255261942,0,9,0,8.01082326266145,4,0,3,1,45,7.338344925809984,10,0,0.42029939405194616
STU00079,Student_79,17,Female,Mechanical,4,2,79.9581411437611,70.44123072476127,7.439291906083176,3,10,55.44997432894244,0,16,0,7.450310249498849,2,0,1,1,60,5.736198240996205,15,1,0.5611004426682686
STU00080,Student_80,24,Male,Mechanical,1,1,75.25731710111847,44.632790947578634,9.4556489174827,7,10,54.411823175088635,0,13,0,5.272192321597878,1,0,0,1,90,7.922471916714207,5,0,0.5453211711437016
STU00081,Student_81,19,Female,Electrical,3,2,81.5442920286599,66.92789636398749,6.945320271610068,6,10,67.94970494005251,1,12,3,6.27588547005902,1,0,1,0,60,9.689738528864895,15,1,0.5676007296867237
STU00082,Student_82,19,Female,Mechanical,2,2,94.32396193162892,72.89757461027862,7.743130851143018,3,10,76.40393485684172,0,9,2,7.080937223938718,1,0,1,1,90,8.993257344293207,0,0,0.35371035498512515
STU00083,Student_83,17,Female,Electronics,3,1,85.67932455718382,57.181977013133114,7.301060679189421,10,10,63.82736422582411,0,20,1,7.165845893787365,4,0,0,1,60,8.449296808544652,0,0,0.41706030958814266
STU00084,Student_84,21,Male,Computer Science,3,1,64.29912347098826,67.91527304551781,8.645021661114278,5,10,87.44023433015263,0,21,2,5.941281571022308,3,0,2,1,30,8.571868954266504,5,1,0.566368435366036
STU00085,Student_85,23,Female,Electronics,2,1,79.28379895561083,90.83242255805123,7.19810750310357,5,10,24.46878697586367,0,20,1,3.3135144979289386,0,0,1,0,45,9.3377373307967,5,0,0.34743236538604344
STU00086,Student_86,25,Male,Electronics,3,1,81.68573458053781,86.8356594030242,9.587232899855655,0,10,67.58009195983658,0,13,2,6.078273195927189,0,0,1,1,30,8.383768226801791,20,0,0.32700029468595493
STU00087,Student_87,23,Female,Mechanical,1,2,79.79403260653316,61.96801815300555,9.232377660977875,1,10,93.89222276004455,0,11,0,8.617284357627172,0,0,1,1,45,4.310673699142336,10,0,0.46447351811841914
STU00088,Student_88,25,Female,Computer Science,4,1,76.89987732832715,68.1971597698273,7.410491679788444,3,10,87.36574195714175,0,15,0,6.566236785094778,1,0,0,1,30,8.558514925939647,0,0,0.4400343883023081
STU00089,Student_89,24,Male,Mechanical,4,2,78.59783403330644,78.64392651846967,4.826652336013528,5,10,51.661949613930055,1,14,1,6.043862960781018,1,0,1,0,15,8.206162126415142,0,0,0.5334008317570232
STU00090,Student_90,18,Female,Civil,1,1,53.12157285474313,85.48519454063353,8.922603258442454,5,10,90.99572929984438,0,14,1,5.9429656278405965,3,0,1,1,60,7.771190950569501,5,1,0.5783678461018267
STU00091,Student_91,17,Male,Mechanical,3,2,81.9957208827207,80.7183377561672,8.536152819945663,0,10,76.48181102418947,2,13,0,5.671935968591894,3,0,1,1,60,6.841895067135363,0,1,0.5724120230575159
STU00092,Student_92,23,Male,Mechanical,2,2,69.66585537785834,81.37081254326588,5.080534849980958,7,10,61.8749074542151,0,26,0,6.923290913430313,2,0,0,1,15,6.160684852062604,0,1,0.584923484134357
STU00093,Student_93,23,Female,Mechanical,3,2,60.184165369112264,59.68517757946834,8.774234232941394,1,10,42.28120275351369,0,17,0,7.352166186802155,4,0,1,1,15,9.2594467388779,5,1,0.660286866030371
STU00094,Student_94,24,Male,Computer Science,1,2,89.5633707304898,87.90493145802168,3.922206741639923,4,10,79.23525885759287,0,12,0,3.746577971541715,1,0,1,0,90,6.347386420316373,5,0,0.4424149546116566
STU00095,Student_95,21,Female,Mechanical,3,1,90.57970090159296,98.37699620890557,5.462559891493931,3,10,70.6019972480199,0,12,0,5.296005863876263,2,0,3,0,30,9.429643258625108,10,0,0.32349513325199525
STU00096,Student_96,19,Female,Computer Science,4,1,74.90648282406669,79.5033405956374,6.797562040403379,4,10,53.93258590297646,0,17,1,4.617748305272549,0,0,2,0,60,5.034006281679836,0,0,0.5415050077079591
STU00097,Student_97,24,Male,Electrical,3,2,95.7779550430502,70.50730384399668,9.91989467715262,4,10,63.347982677678935,0,18,2,5.050966272634687,1,0,2,0,90,7.167903092106171,0,0,0.22537642596828716
STU00098,Student_98,22,Male,Civil,1,1,93.10370354460169,42.10123599318554,7.047345269070569,9,10,61.91994563108909,0,16,1,8.364981124431647,1,0,1,0,60,7.721702757288634,0,0,0.4896208130151164
STU00099,Student_99,19,Male,Computer Science,4,1,85.16690748863641,73.74326037650152,8.963297924945229,7,10,69.11138344276463,0,21,2,7.832997752957267,2,0,1,0,15,7.805208993668047,5,0,0.3904897319580401
STU00100,Student_100,17,Male,Electrical,3,2,71.7426013680561,37.72350693019476,9.64997376261486,9,10,31.726961307798014,0,15,2,7.233830028075712,2,0,0,0,90,6.107472714208639,10,1,0.5725888504385163
STU00101,Student_101,19,Female,Computer Science,3,1,80.82963282700581,73.00800783028487,6.2702476102448665,6,10,85.2221578907584,0,13,0,6.303328251869158,3,0,2,1,90,9.111696716309797,0,0,0.4539441537910709
STU00102,Student_102,21,Female,Computer Science,4,1,72.60384903448646,43.51102325021249,8.548317143589033,8,10,91.07460096318889,0,15,0,3.98890866963002,2,0,1,1,90,8.1238581147966,0,1,0.6261506672664636
STU00103,Student_103,19,Male,Civil,2,1,87.19765569104335,88.48777124245332,8.952679540867607,10,10,76.47122737001317,1,11,0,5.146388263144512,1,0,2,0,30,7.804014107849429,0,0,0.28389700706725196
STU00104,Student_104,17,Female,Electronics,4,2,70.81559867087817,46.05174553701779,8.725709306334636,0,10,85.11574949411467,0,15,2,7.808808761343535,2,0,1,0,90,7.5183988259289904,10,1,0.6972852301872349
STU00105,Student_105,21,Female,Electronics,2,1,75.93127016208459,73.2544857187541,5.529637134095198,5,10,33.47297380857249,1,12,0,5.233882638665329,2,0,0,1,60,3.715113420171514,0,1,0.6255530175249809
STU00106,Student_106,23,Female,Computer Science,1,2,85.00439459125204,78.6036177103516,5.282451552160321,5,10,57.10049772913028,0,10,1,3.3487848186832867,2,0,0,1,30,8.875030398753877,0,0,0.3985782504548776
STU00107,Student_107,23,Female,Mechanical,1,1,95.0897404607022,39.93002281212786,3.875766760979782,1,10,78.03117749022341,2,24,0,5.316429616458919,2,0,2,0,60,7.7900948990555,0,1,0.7523714723317454
STU00108,Student_108,25,Male,Electrical,4,1,67.60456414019204,66.695722398668,8.179021756253494,10,10,69.37231748598293,0,18,2,4.780850562149606,1,0,0,1,90,5.6543838535178,10,0,0.4934627533679521
STU00109,Student_109,19,Male,Mechanical,4,1,60.12411779345985,97.2310650752117,9.012893081132408,7,10,85.96526133966772,2,16,0,5.501738841199776,0,0,0,0,90,7.383121204334586,0,1,0.5655739938469349
STU00110,Student_110,23,Female,Mechanical,1,2,76.97172248807942,46.13883678756335,6.1669136134135005,5,10,68.86580261853331,0,14,2,4.545565484439428,0,0,3,1,60,5.947066153049208,0,1,0.6061996700191213
STU00111,Student_111,17,Male,Computer Science,2,2,82.95290002547483,58.17247375315821,7.948075113047777,10,10,47.8579627629004,0,11,0,4.85611324920605,2,0,1,1,45,7.081211650859616,0,0,0.4009174953526256
STU00112,Student_112,20,Male,Computer Science,1,1,86.50188754782111,72.48814533658748,8.788138353993313,9,10,35.707861870371474,0,14,0,6.112766531571946,3,0,0,0,90,4.4741789952341815,0,0,0.2630301220713962
STU00113,Student_113,20,Male,Computer Science,4,2,74.41972960670054,65.92672439971867,8.793241577467807,8,10,91.06163431276178,0,19,1,6.4838716253528315,2,0,0,1,90,5.159524947985686,5,0,0.40343432412023617
STU00114,Student_114,21,Female,Computer Science,1,1,91.73489916946835,93.5463541251047,6.301463222055423,9,10,86.99697778247423,1,13,3,7.476371274139168,2,0,0,0,30,6.424460362848551,0,0,0.3628334401192497
STU00115,Student_115,23,Female,Electronics,4,2,74.28156904868558,84.46269019801747,6.481544325898559,4,10,48.70289316423202,0,13,1,5.951513463297705,5,0,1,1,60,4.453473140608365,0,0,0.4411076817144426
STU00116,Student_116,23,Female,Computer Science,4,2,64.41174385219682,76.98682840989942,8.054214445375237,6,10,74.3993548817576,0,14,2,6.333530878084242,2,0,2,1,90,6.27166589972928,15,0,0.455043715919602
STU00117,Student_117,20,Male,Electronics,1,1,66.71645165328924,36.87462739161323,8.47278641271817,5,10,76.48529293796138,0,15,1,8.667579502115098,2,0,0,1,60,6.472341920717016,10,1,0.6237861537559415
STU00118,Student_118,23,Female,Electronics,2,1,81.83248673999631,71.12583497261286,7.781498056018976,10,10,53.45550062051107,0,14,1,7.480706354619016,2,0,2,0,30,9.215467060704018,0,0,0.394823048202805
STU00119,Student_119,19,Female,Computer Science,3,1,78.94998559926164,83.42279457029107,7.4873228869211506,4,10,62.34794407473166,0,24,0,6.298356175130771,3,0,0,1,60,6.6145347056349095,0,0,0.4242436311360848
STU00120,Student_120,22,Male,Civil,1,1,90.02490621701405,71.55654385633339,7.384269528114029,5,10,71.80468383557017,0,12,0,7.500306221165761,2,0,0,1,60,4.272424104449007,10,0,0.40133828119846127
STU00121,Student_121,18,Female,Electrical,3,2,62.83109209459924,57.10407366544536,7.452843120056578,3,10,88.97012633813873,0,10,0,6.2574889995636696,2,0,3,1,30,8.147976741154373,5,1,0.6158126270125993
STU00122,Student_122,25,Female,Mechanical,1,2,70.26761990525516,71.1048000573034,8.343643736677528,2,10,90.60919804550565,0,18,3,6.810292211389225,4,0,0,0,90,8.349000989283677,20,1,0.6259041561278025
STU00123,Student_123,21,Male,Electronics,3,2,81.50074938741479,72.10320599704997,8.859484200979194,0,10,92.9104169669086,0,15,3,5.969320040455677,2,0,2,0,60,8.678531517610834,15,0,0.4708749570191859
STU00124,Student_124,22,Male,Electrical,2,1,90.47367407639284,52.9419623627649,7.991583771960933,0,10,69.94816936826524,0,21,1,4.735687437441653,1,0,2,1,45,7.452670192158398,5,0,0.39751767959370604
STU00125,Student_125,20,Male,Civil,2,1,86.99143791784415,84.56398726568405,7.770317773219597,5,10,64.17991530092269,0,14,0,6.683652807790539,3,0,0,1,90,7.231768969587579,0,0,0.30294168174028857
STU00126,Student_126,23,Female,Mechanical,1,2,93.6743722327171,55.613145967011945,8.03806989971753,8,10,77.14990816650798,0,15,0,9.192833365800492,1,0,1,1,30,4.70525542557434,0,0,0.29666247005766955
STU00127,Student_127,25,Female,Mechanical,4,1,67.77429949980208,71.16201586572609,7.879929175517932,7,10,90.02155278479354,0,12,3,8.120234055240731,2,1,1,1,15,6.179823771419795,10,0,0.49848815622630854
STU00128,Student_128,23,Female,Electronics,3,2,93.32425879682519,55.92267803459261,8.43007097730601,1,10,90.87407888982536,1,19,0,4.8472336799245355,1,1,3,0,45,8.56713509839709,5,0,0.5461505146017034
STU00129,Student_129,17,Male,Computer Science,4,2,79.04116117463671,90.43185174223048,6.0855521320097825,8,10,42.599726212852,1,14,2,4.43832918730977,2,0,1,1,90,8.8947645454744,5,0,0.3388320221564472
STU00130,Student_130,17,Male,Civil,4,2,82.31511495892335,55.52393484674638,6.345208150447278,7,10,72.22182605824537,2,16,0,4.484915329968337,1,0,1,0,30,7.377740196339806,5,1,0.7519332634854343
